user_age_group,shop_category,order_hour,order_dayofweek,user_avg_order_amount,shop_avg_price,user_order_count,shop_order_count,label
초등,패스트푸드,16,0,5958.333333333333,8250.0,36,678,0
중등,패스트푸드,16,1,5173.913043478261,5920.833333333333,23,480,1
초등,카페디저트,8,1,4576.923076923077,3795.343137254902,26,408,1
초등,프렌차이즈,16,0,6470.588235294118,7868.9655172413795,17,145,1
고등,양식,18,0,8027.777777777777,12234.782608695652,18,115,1
초등,베이커리,16,5,5252.631578947368,3462.280701754386,19,342,0
기타,한식,13,4,6925.0,9896.396396396396,20,111,0
고등,중식,18,1,8448.275862068966,10725.490196078432,29,51,1
중등,한식,19,0,6425.925925925926,9072.319201995013,27,401,0
초등,일식,15,6,10107.142857142857,8641.509433962265,14,530,1
고등,일식,19,4,7523.809523809524,8706.697459584295,21,433,0
중등,카페디저트,12,3,7383.333333333333,5026.785714285715,30,112,1
중등,일식,20,4,5600.0,7660.714285714285,20,84,0
초등,한식,15,4,7267.857142857143,9986.348122866893,28,293,1
중등,카페디저트,12,2,6120.689655172414,5498.251748251748,29,286,1
초등,분식,7,0,4785.714285714285,3845.3237410071943,14,278,0
기타,한식,12,2,8052.631578947368,9771.739130434782,19,92,1
고등,분식,19,6,7307.692307692308,4002.249718785152,13,889,1
초등,베이커리,12,6,4772.727272727273,3077.039274924471,11,331,0
고등,카페디저트,17,0,9269.23076923077,5557.142857142857,13,245,1
초등,편의점,17,4,4657.894736842105,2597.3154362416108,19,298,0
초등,카페디저트,16,3,5147.058823529412,4238.993710691824,17,318,1
초등,한식,16,0,5980.7692307692305,9441.176470588236,26,85,0
고등,분식,20,2,6000.0,4187.5,10,248,1
중등,분식,8,6,5352.941176470588,5007.751937984496,17,516,0
중등,한식,16,3,7431.0344827586205,8570.093457943925,29,107,0
초등,중식,17,0,8105.263157894737,12250.76923076923,19,325,1
초등,패스트푸드,15,5,6961.538461538462,7265.306122448979,13,392,0
중등,일식,18,3,5562.5,10000.0,8,76,0
고등,일식,20,6,7200.0,7761.290322580645,15,775,1
초등,카페디저트,16,0,5600.0,4387.921653971708,10,919,1
중등,분식,16,6,6796.2962962962965,4471.518987341772,27,158,1
초등,베이커리,8,4,5678.571428571428,3952.5547445255474,28,137,0
고등,카페디저트,20,6,9300.0,4520.992366412213,10,262,0
초등,패스트푸드,15,1,5191.428571428572,8526.073619631901,35,326,1
중등,중식,18,6,8263.157894736842,12948.57142857143,19,175,1
중등,양식,16,3,6053.571428571428,8778.032036613273,28,437,0
고등,중식,16,0,7416.666666666667,8033.56890459364,24,283,1
중등,분식,17,3,5916.666666666667,4821.808510638298,30,188,1
중등,카페디저트,19,6,5814.814814814815,4974.885844748858,27,219,0
고등,한식,18,1,7194.117647058823,8454.022988505747,34,87,0
중등,분식,12,5,7913.793103448276,4314.528593508501,29,647,1
고등,베이커리,12,3,8411.764705882353,5600.0,17,355,1
중등,베이커리,16,5,7000.0,4627.9826464208245,22,461,1
중등,카페디저트,16,1,7833.333333333333,6629.56204379562,21,274,1
기타,한식,17,2,7546.875,9280.346820809249,32,173,1
중등,분식,15,0,4860.0,4522.857142857143,25,525,1
고등,베이커리,17,3,5733.333333333333,5037.313432835821,15,402,1
고등,카페디저트,8,1,5583.333333333333,4875.0,24,308,0
초등,카페디저트,16,5,7777.777777777777,5808.1841432225065,9,782,1
초등,베이커리,18,4,4960.0,5710.601719197708,25,349,0
고등,카페디저트,16,5,7500.0,5498.251748251748,17,286,0
고등,베이커리,19,2,7700.0,4262.962962962963,20,405,0
중등,분식,19,4,6470.37037037037,4740.116279069767,27,860,0
고등,일식,16,0,7266.666666666667,10552.910052910052,15,189,0
초등,한식,15,0,5181.818181818182,8172.588832487309,22,197,1
중등,한식,16,4,8520.0,8503.246753246753,25,154,1
중등,패스트푸드,8,4,6823.529411764706,6192.37012987013,17,616,1
초등,분식,12,2,5814.814814814815,4434.306569343065,27,137,1
중등,한식,19,1,7285.714285714285,8328.947368421053,21,152,0
고등,한식,19,5,7480.0,9072.319201995013,25,401,0
초등,일식,15,6,9423.076923076924,12033.527696793002,13,343,1
중등,한식,17,4,7102.5641025641025,8547.79411764706,39,272,0
고등,한식,13,0,8361.111111111111,12000.0,18,78,0
고등,한식,17,2,9684.21052631579,9621.212121212122,19,132,1
중등,분식,18,2,5307.692307692308,3719.13835956918,13,1207,1
중등,일식,20,2,7666.666666666667,8501.557632398753,33,321,1
중등,아시안,12,2,7000.0,11086.538461538461,26,156,1
초등,패스트푸드,16,5,5571.428571428572,6192.37012987013,14,616,0
중등,카페디저트,16,3,6833.333333333333,4245.098039215686,27,357,0
중등,카페디저트,12,4,6431.818181818182,4325.949367088608,22,948,0
중등,분식,16,0,7125.0,4622.093023255814,8,258,0
기타,분식,19,4,7589.285714285715,2676.950998185118,28,551,1
고등,베이커리,13,4,8210.526315789473,4850.267379679144,19,187,1
초등,분식,13,4,4935.714285714285,3650.4854368932038,28,206,1
초등,한식,17,5,6522.727272727273,9255.681818181818,22,88,1
고등,분식,8,2,7532.258064516129,4002.249718785152,31,889,1
기타,한식,17,6,7904.761904761905,12355.555555555555,21,45,0
고등,한식,18,6,6540.0,8776.073619631901,25,163,0
초등,한식,8,4,6694.444444444444,8547.79411764706,18,272,1
고등,분식,16,4,5448.275862068966,3679.663608562691,29,654,1
초등,카페디저트,15,0,4530.0,4407.942238267148,10,277,1
고등,카페디저트,19,1,6645.833333333333,4365.384615384615,24,78,1
초등,편의점,16,3,3975.0,2568.3520599250937,32,534,0
초등,베이커리,19,6,5384.615384615385,5037.313432835821,13,402,1
중등,분식,12,2,6761.9047619047615,4028.1293952180026,21,711,1
초등,분식,15,5,4672.972972972973,4715.469613259668,37,181,0
고등,일식,18,3,7428.571428571428,11535.714285714286,21,56,0
초등,정육점,12,2,6857.142857142857,9229.05027932961,21,179,1
초등,분식,17,6,5700.0,5007.751937984496,20,516,0
초등,한식,12,4,6717.391304347826,9986.348122866893,23,293,1
고등,중식,15,4,7000.0,8267.313019390582,26,361,0
중등,분식,16,6,5333.333333333333,5007.751937984496,12,516,1
고등,카페디저트,13,1,8472.222222222223,4765.714285714285,18,175,0
고등,카페디저트,18,1,7983.333333333333,4930.513595166163,18,331,1
중등,카페디저트,20,6,7100.0,6053.846153846154,10,260,1
중등,일식,12,4,6576.923076923077,10548.429319371728,13,382,0
중등,한식,17,1,6409.090909090909,9311.32075471698,11,53,1
초등,일식,15,0,6906.25,9888.888888888889,16,54,0
중등,카페디저트,17,3,5789.473684210527,4020.0,19,275,0
중등,분식,16,2,6975.0,3634.8039215686276,20,204,1
초등,베이커리,17,3,4565.217391304348,3551.912568306011,23,183,0
기타,한식,7,5,6940.0,9072.319201995013,25,401,1
초등,일식,15,3,5711.538461538462,8928.315412186379,26,279,1
초등,중식,15,0,6675.0,8142.011834319526,20,169,1
중등,패스트푸드,16,6,7025.0,7644.827586206897,20,145,1
기타,일식,15,1,6296.2962962962965,8928.315412186379,27,279,1
고등,카페디저트,17,5,8233.333333333334,4335.365853658536,15,164,0
고등,카페디저트,15,4,8463.636363636364,5173.031496062992,11,508,0
초등,한식,16,6,6357.142857142857,10202.380952380952,21,126,0
중등,일식,15,0,7250.0,10895.522388059702,28,67,1
중등,일식,18,0,7187.5,13418.560606060606,16,264,0
초등,베이커리,15,2,4629.166666666667,3351.1226252158895,24,579,1
고등,한식,13,6,6433.333333333333,8009.708737864078,30,103,1
초등,베이커리,16,6,5147.058823529412,3077.039274924471,17,331,1
중등,카페디저트,18,4,7214.285714285715,6502.551020408163,14,196,1
중등,한식,13,0,6057.692307692308,7087.786259541985,26,262,1
고등,카페디저트,17,3,7423.076923076923,4325.949367088608,13,948,0
중등,분식,12,0,5604.166666666667,4028.1293952180026,24,711,0
중등,카페디저트,13,3,6029.411764705882,5360.429447852761,17,326,0
초등,한식,15,4,6540.909090909091,8454.022988505747,22,87,1
초등,중식,15,1,6634.615384615385,8616.666666666666,26,450,1
초등,베이커리,16,6,4578.9473684210525,2296.352583586626,19,329,1
초등,베이커리,16,5,5131.578947368421,3775.4820936639117,19,363,0
중등,한식,17,5,5727.272727272727,9128.57142857143,22,105,1
중등,일식,15,2,6369.565217391304,9072.745901639344,23,488,1
초등,패스트푸드,12,6,5406.25,8250.0,32,678,0
초등,베이커리,16,5,5500.0,4549.82206405694,13,281,0
초등,한식,13,2,5574.074074074074,9761.538461538461,27,65,0
초등,편의점,12,2,4161.9047619047615,2568.3520599250937,21,534,1
중등,분식,15,0,4705.263157894737,5954.397394136808,19,307,0
중등,분식,18,6,4500.0,4028.1293952180026,21,711,0
고등,분식,19,1,6545.454545454545,5227.064220183486,33,218,1
중등,중식,15,3,8333.333333333334,12948.57142857143,6,175,1
초등,분식,16,3,6140.0,4876.344086021505,25,186,0
초등,편의점,16,4,5630.434782608696,2597.3154362416108,23,298,0
고등,마트,16,5,7147.058823529412,5222.323049001815,17,551,1
중등,기타,18,6,8423.076923076924,7552.631578947368,13,152,1
초등,한식,7,2,7118.75,8117.924528301887,16,106,1
초등,베이커리,16,4,5735.294117647059,5600.0,17,355,1
중등,카페디저트,8,6,6166.666666666667,4495.575221238938,18,113,0
중등,카페디저트,16,6,5818.181818181818,4387.921653971708,22,919,1
기타,베이커리,12,1,4586.363636363636,4008.108108108108,22,185,1
초등,베이커리,15,2,4382.35294117647,3077.039274924471,17,331,0
중등,한식,17,6,8571.42857142857,8111.328125,14,256,1
중등,패스트푸드,12,0,6442.307692307692,8250.0,26,678,0
고등,한식,17,5,8636.363636363636,10377.272727272728,22,110,0
고등,한식,18,2,8642.857142857143,9280.346820809249,14,173,0
고등,분식,15,5,5708.333333333333,3679.663608562691,12,654,1
고등,분식,18,4,5113.636363636364,3679.663608562691,22,654,1
중등,패스트푸드,17,6,6500.0,5375.0,18,788,0
중등,한식,19,3,8957.894736842105,8111.328125,19,256,0
고등,카페디저트,19,1,4938.461538461538,2656.5891472868216,13,258,0
고등,카페디저트,17,1,6419.354838709677,4801.003344481605,31,299,0
고등,베이커리,19,3,6016.666666666667,4549.82206405694,30,281,1
초등,분식,16,1,5216.666666666667,3735.9813084112147,30,214,1
중등,패스트푸드,17,1,7384.615384615385,8250.0,13,678,0
고등,양식,17,1,6941.176470588235,9150.0,17,60,0
초등,분식,16,2,4175.0,4756.965944272446,20,323,0
초등,중식,12,4,6977.272727272727,7112.359550561798,22,89,1
중등,분식,16,2,7346.153846153846,4756.965944272446,13,323,0
초등,분식,8,1,5138.888888888889,4171.130952380952,18,336,0
초등,일식,17,5,6333.333333333333,10056.338028169013,27,71,1
고등,한식,8,0,8195.652173913044,8207.692307692309,23,65,1
고등,카페디저트,18,6,7437.5,3245.4545454545455,16,110,0
고등,중식,16,4,6882.35294117647,8028.761061946902,17,226,0
초등,마트,15,4,6525.0,6404.891304347826,20,184,1
초등,편의점,16,6,3641.176470588235,2069.8234349919744,17,623,0
초등,한식,15,4,5111.111111111111,7087.786259541985,27,262,0
중등,분식,13,5,6340.0,4187.5,25,248,0
기타,아시안,8,2,4928.125,8339.506172839507,32,81,1
고등,카페디저트,19,2,6705.0,5107.142857142857,20,56,1
중등,일식,19,3,6240.0,9072.745901639344,25,488,1
고등,카페디저트,19,4,7000.0,6053.846153846154,28,260,0
중등,아시안,12,2,6222.222222222223,8339.506172839507,27,81,1
중등,카페디저트,17,0,7217.64705882353,5173.031496062992,17,508,0
초등,카페디저트,16,4,5880.0,5433.823529411765,25,68,0
중등,카페디저트,12,3,6527.777777777777,5152.866242038216,18,157,0
고등,카페디저트,17,3,7500.0,4787.465940054496,17,367,0
중등,한식,15,3,5120.833333333333,8881.31313131313,24,198,0
중등,분식,13,5,6730.7692307692305,3735.9813084112147,26,214,0
고등,중식,15,4,7455.0,8329.545454545454,20,176,0
고등,카페디저트,15,2,7416.666666666667,4387.921653971708,24,919,1
중등,일식,16,0,7136.363636363636,11401.960784313726,22,408,0
초등,패스트푸드,13,4,6000.0,7265.306122448979,18,392,0
고등,양식,17,6,7233.333333333333,9142.857142857143,15,98,0
중등,일식,12,1,6961.538461538462,8273.255813953489,13,86,0
초등,베이커리,16,0,6090.909090909091,3603.6585365853657,22,164,1
중등,일식,12,0,6854.545454545455,9296.774193548386,11,155,0
고등,한식,12,4,6613.636363636364,8454.022988505747,22,87,1
초등,베이커리,16,1,5340.909090909091,3208.029197080292,22,137,0
초등,분식,17,5,5176.470588235294,4002.249718785152,34,889,1
중등,카페디저트,16,6,6611.111111111111,4387.921653971708,18,919,0
초등,한식,15,3,5785.714285714285,7569.583931133429,21,697,1
초등,카페디저트,16,6,5400.0,3553.054662379421,20,311,1
중등,분식,13,0,6769.2307692307695,5343.373493975903,26,249,0
고등,카페디저트,12,6,5740.0,4539.156626506024,25,332,0
고등,한식,16,6,8184.210526315789,8111.328125,19,256,0
중등,마트,17,5,5571.428571428572,6404.891304347826,14,184,1
고등,카페디저트,13,2,7575.0,4225.490196078431,20,255,1
고등,마트,8,0,7368.421052631579,5222.323049001815,19,551,1
중등,분식,15,3,5178.571428571428,4370.192307692308,14,208,0
중등,분식,16,0,6140.0,3881.5261044176705,25,1245,1
고등,한식,19,5,7825.0,12000.0,20,11,0
초등,분식,20,1,3738.4615384615386,4495.145631067961,13,206,0
초등,분식,12,4,7220.833333333333,4837.912087912088,24,364,0
중등,일식,20,6,6850.0,7761.290322580645,20,775,0
고등,한식,18,5,6344.827586206897,8182.5842696629215,29,178,1
초등,분식,16,0,4462.962962962963,4028.1293952180026,27,711,0
고등,일식,12,6,8125.0,13418.560606060606,12,264,0
고등,한식,9,5,6388.888888888889,7569.583931133429,27,697,1
기타,베이커리,12,4,7062.5,5550.802139037433,16,187,1
중등,일식,19,0,8571.42857142857,10314.814814814816,14,135,1
중등,아시안,15,5,7650.0,11327.586206896553,20,29,1
중등,카페디저트,19,2,7416.666666666667,5012.3456790123455,24,81,0
중등,베이커리,16,6,7425.0,5550.802139037433,20,187,0
초등,베이커리,15,1,5263.888888888889,4143.6781609195405,36,174,0
초등,한식,12,2,5954.545454545455,8985.59670781893,11,243,1
초등,카페디저트,12,3,5464.285714285715,3795.343137254902,14,408,0
초등,한식,8,6,6962.962962962963,9986.348122866893,27,293,0
중등,베이커리,16,5,5736.8421052631575,4549.82206405694,19,281,1
중등,카페디저트,16,5,4434.782608695652,3930.851063829787,23,94,1
고등,한식,16,5,7625.0,9760.869565217392,24,69,1
중등,카페디저트,17,2,4909.090909090909,4520.992366412213,11,262,1
중등,한식,17,0,6250.0,9441.176470588236,10,85,1
초등,분식,18,0,3617.6470588235293,3679.663608562691,17,654,1
고등,한식,20,1,6777.777777777777,9051.28205128205,18,234,1
고등,편의점,12,5,6285.714285714285,2568.3520599250937,14,534,1
초등,베이커리,16,5,6177.419354838709,5097.744360902256,31,266,0
고등,한식,19,3,5842.857142857143,9760.869565217392,35,69,0
중등,베이커리,17,6,4562.5,4549.82206405694,16,281,1
기타,카페디저트,19,3,8416.666666666666,3870.0,24,100,0
초등,분식,12,4,6800.0,3881.5261044176705,10,1245,0
